id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-150689,2025-02-07,000001,Vente,181000,41,,CRS DE L ARGONNE,0365,33000,33063,Bordeaux,33,,,33063000DU0421,,,6,,,,,,,,,,1,2,Appartement,25,1,,,,,,-0.574161,44.829187
2025-150689,2025-02-07,000001,Vente,181000,41,,CRS DE L ARGONNE,0365,33000,33063,Bordeaux,33,,,33063000DU0421,,,7,,,,,,,,,,1,2,Appartement,25,1,,,,,,-0.574161,44.829187
2025-150690,2025-02-11,000001,Vente en l'état futur d'achèvement,125520,,,AV MARCEL DASSAULT,5931,33300,33063,Bordeaux,33,,,33063000TC0234,,,120,,,,,,,,,,1,,,,,,,,,,-0.569839,44.876569
2025-150691,2025-02-07,000001,Vente,26000,74,,RUE GEORGES BONNAC,3975,33000,33063,Bordeaux,33,,,33063000KA0012,,,94,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.585403,44.839441
2025-150693,2025-01-30,000001,Vente,305000,21,,CRS EDOUARD VAILLANT,3090,33300,33063,Bordeaux,33,,,33063000RY0033,,,30,,,,,,,,,,1,2,Appartement,66,3,,,,,,-0.557429,44.860254
2025-150693,2025-01-30,000001,Vente,305000,21,,CRS EDOUARD VAILLANT,3090,33300,33063,Bordeaux,33,,,33063000RY0033,,,13,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.557429,44.860254
2025-150696,2025-02-10,000001,Vente,265000,31,,RUE LAPORTE,5196,33200,33063,Bordeaux,33,,,33063000VH0039,,,17,,33,84.15,,,,,,,2,2,Appartement,85,3,,,,,,-0.621863,44.847949
2025-150696,2025-02-10,000001,Vente,265000,31,,RUE LAPORTE,5196,33200,33063,Bordeaux,33,,,33063000VH0039,,,100,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.621863,44.847949
2025-150696,2025-02-10,000001,Vente,265000,31,,RUE LAPORTE,5196,33200,33063,Bordeaux,33,,,33063000VH0039,,,17,,33,84.15,,,,,,,2,3,Dépendance,,0,,,,,,-0.621863,44.847949
2025-150696,2025-02-10,000001,Vente,265000,31,,RUE LAPORTE,5196,33200,33063,Bordeaux,33,,,33063000VH0039,,,17,,33,84.15,,,,,,,2,3,Dépendance,,0,,,,,,-0.621863,44.847949
2025-150699,2025-02-07,000001,Vente,292000,10,,CRS BALGUERIE STUTTENBERG,0570,33300,33063,Bordeaux,33,,,33063000RE0263,,,3,,,,,,,,,,1,2,Appartement,84,4,,,,,,-0.571255,44.855097
2025-150704,2025-02-19,000001,Vente,375000,86,,RUE JULES FERRY,4840,33200,33063,Bordeaux,33,,,33063000MR0004,,,310,,311,,,,,,,,2,3,Dépendance,,0,,,,,,-0.604786,44.842134
2025-150704,2025-02-19,000001,Vente,375000,86,,RUE JULES FERRY,4840,33200,33063,Bordeaux,33,,,33063000MR0004,,,310,,311,,,,,,,,2,2,Appartement,90,4,,,,,,-0.604786,44.842134
2025-150704,2025-02-19,000001,Vente,375000,86,,RUE JULES FERRY,4840,33200,33063,Bordeaux,33,,,33063000MR0004,,,409,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.604786,44.842134
2025-150704,2025-02-19,000001,Vente,375000,86,,RUE JULES FERRY,4840,33200,33063,Bordeaux,33,,,33063000MR0004,,,310,,311,,,,,,,,2,3,Dépendance,,0,,,,,,-0.604786,44.842134
2025-150705,2025-02-10,000001,Vente,210000,38,,RUE HUGUERIE,4475,33000,33063,Bordeaux,33,,,33063000KW0064,,,78,,,,,,,,,,1,2,Appartement,40,2,,,,,,-0.580295,44.844301
2025-150705,2025-02-10,000001,Vente,210000,27,,RUE LAFAURIE MONBADON,5015,33000,33063,Bordeaux,33,,,33063000KW0076,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.579925,44.843946
2025-150707,2025-02-27,000001,Vente,550000,219,,RUE NAUJAC,6660,33000,33063,Bordeaux,33,,,33063000LK0066,,,,,,,,,,,,,0,1,Maison,120,12,S,sols,,,313,-0.593853,44.850432
2025-150707,2025-02-27,000001,Vente,550000,219,,RUE NAUJAC,6660,33000,33063,Bordeaux,33,,,33063000LK0066,,,,,,,,,,,,,0,1,Maison,25,1,S,sols,,,313,-0.593853,44.850432
2025-150710,2025-02-14,000001,Vente,523940,110,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000CT0412,,,7,,,,,,,,,,1,2,Appartement,107,3,,,,,,-0.570149,44.826141
2025-150710,2025-02-14,000001,Vente,523940,110,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000CT0412,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570149,44.826141
2025-150711,2025-02-17,000001,Vente,290000,12,,RUE DU ONZE NOVEMBRE,6798,33000,33063,Bordeaux,33,,,33063000IT0008,,,,,,,,,,,,,0,1,Maison,41,2,S,sols,,,137,-0.608171,44.836273
2025-150716,2025-02-20,000001,Vente,275000,186,,RUE PASTEUR,6975,33200,33063,Bordeaux,33,,,33063000NH0004,,,50,,7,,,,,,,,2,3,Dépendance,,0,,,,,,-0.611881,44.844663
2025-150716,2025-02-20,000001,Vente,275000,186,,RUE PASTEUR,6975,33200,33063,Bordeaux,33,,,33063000NH0004,,,50,,7,,,,,,,,2,2,Appartement,77,4,,,,,,-0.611881,44.844663
2025-150717,2025-02-24,000001,Vente,360000,75,,RUE DE CAPEYRON,1526,33200,33063,Bordeaux,33,,,33063000VW0101,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,106,-0.626023,44.850441
2025-150717,2025-02-24,000001,Vente,360000,75,,RUE DE CAPEYRON,1526,33200,33063,Bordeaux,33,,,33063000VW0101,,,,,,,,,,,,,0,1,Maison,52,4,S,sols,,,106,-0.626023,44.850441
2025-150722,2025-02-28,000001,Vente,96000,5,,CITE LAFON,5040,33300,33063,Bordeaux,33,,,33063000SL0185,,,7,,,,,,,,,,1,2,Appartement,38,2,,,,,,-0.544892,44.877148
2025-150727,2025-02-18,000001,Vente,42000,57,,RUE CHEVALIER,2050,33000,33063,Bordeaux,33,,,33063000MC0089,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.595902,44.843127
2025-150730,2025-02-11,000001,Vente,121000,14,,RUE DU LOUP,5705,33000,33063,Bordeaux,33,,,33063000KI0219,,,5,23.4,,,,,,,,,1,2,Appartement,24,1,,,,,,-0.572335,44.837831
2025-150732,2025-02-27,000001,Vente,320000,19,,RUE DES FAUSSETS,3400,33000,33063,Bordeaux,33,,,33063000KM0274,,,1,78.69,,,,,,,,,1,4,Local industriel. commercial ou assimilé,125,0,,,,,,-0.570811,44.840338
2025-150735,2025-02-07,000001,Vente,151500,17,B,RUE CAZEMAJOR,1725,33800,33063,Bordeaux,33,,,33063000CT0544,,,1,33.77,3,,,,,,,,2,3,Dépendance,,0,,,,,,-0.56783,44.82503
2025-150735,2025-02-07,000001,Vente,151500,17,B,RUE CAZEMAJOR,1725,33800,33063,Bordeaux,33,,,33063000CT0544,,,1,33.77,3,,,,,,,,2,2,Appartement,37,1,,,,,,-0.56783,44.82503
2025-150749,2025-02-11,000001,Vente,445000,9,,ALL DE CHARTRES,1990,33000,33063,Bordeaux,33,,,33063000PI0126,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.571938,44.84759
2025-150749,2025-02-11,000001,Vente,445000,9,,ALL DE CHARTRES,1990,33000,33063,Bordeaux,33,,,33063000PI0126,,,40,84.64,41,84.64,,,,,,,2,3,Dépendance,,0,,,,,,-0.571938,44.84759
2025-150749,2025-02-11,000001,Vente,445000,9,,ALL DE CHARTRES,1990,33000,33063,Bordeaux,33,,,33063000PI0126,,,40,84.64,41,84.64,,,,,,,2,2,Appartement,81,3,,,,,,-0.571938,44.84759
2025-150751,2025-02-11,000001,Vente,125000,124,,CRS DE L YSER,9500,33800,33063,Bordeaux,33,,,33063000CT0269,,,80,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.569495,44.825327
2025-150751,2025-02-11,000001,Vente,125000,124,,CRS DE L YSER,9500,33800,33063,Bordeaux,33,,,33063000CT0269,,,23,,39,27.39,,,,,,,2,2,Appartement,26,1,,,,,,-0.569495,44.825327
2025-150751,2025-02-11,000001,Vente,125000,124,,CRS DE L YSER,9500,33800,33063,Bordeaux,33,,,33063000CT0269,,,23,,39,27.39,,,,,,,2,3,Dépendance,,0,,,,,,-0.569495,44.825327
2025-150752,2025-01-20,000001,Vente,346042,1,,RUE DE TALENCE,8800,33000,33063,Bordeaux,33,,,33063000DY0122,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.585705,44.826427
2025-150752,2025-01-20,000001,Vente,346042,1,,RUE DE TALENCE,8800,33000,33063,Bordeaux,33,,,33063000DY0122,,,31,72.76,,,,,,,,,1,2,Appartement,73,3,,,,,,-0.585705,44.826427
2025-150754,2025-02-27,000001,Vente,280000,263,,RUE D ORNANO,6825,33000,33063,Bordeaux,33,,,33063000IY0178,,,1,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,93,0,,,,,,-0.596553,44.832122
2025-150754,2025-02-27,000001,Vente,280000,263,,RUE D ORNANO,6825,33000,33063,Bordeaux,33,,,33063000IY0179,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.596626,44.83213
2025-150757,2025-02-27,000001,Vente,100000,11,,RUE DONISSAN,2770,33000,33063,Bordeaux,33,,,33063000DU0040,,,1,23.09,,,,,,,,,1,2,Appartement,26,1,,,,,,-0.575327,44.830801
2025-150758,2025-02-11,000001,Vente,80000,133,,CRS DE LA SOMME,8705,33800,33063,Bordeaux,33,,,33063000ED0029,,,1,,7,39.48,,,,,,,2,4,Local industriel. commercial ou assimilé,30,0,,,,,,-0.572731,44.825608
2025-150767,2025-02-19,000001,Vente en l'état futur d'achèvement,755000,72,,RUE DE MARSEILLE,6095,33000,33063,Bordeaux,33,,,33063000MC0214,,,,,,,,,,,,,0,,,,,S,sols,,,276,-0.597118,44.843127
2025-150767,2025-02-19,000001,Vente en l'état futur d'achèvement,755000,72,,RUE DE MARSEILLE,6095,33000,33063,Bordeaux,33,,,33063000MC0219,,,,,,,,,,,,,0,,,,,S,sols,,,12,-0.596883,44.843097
2025-150768,2025-02-19,000001,Vente,318000,22,,RUE BOUDET,1100,33000,33063,Bordeaux,33,,,33063000PI0027,,,28,48.33,,,,,,,,,1,2,Appartement,48,2,,,,,,-0.575785,44.847131
2025-150768,2025-02-19,000001,Vente,318000,22,,RUE BOUDET,1100,33000,33063,Bordeaux,33,,,33063000PI0027,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.575785,44.847131
2025-150771,2025-02-12,000001,Vente,20000,2,,RUE DE BETHMANN,0910,33000,33063,Bordeaux,33,,,33063000ID0390,,,235,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.601551,44.822321
2025-150772,2025-02-28,000001,Vente,207130,92,,RUE DUCAU,2855,33000,33063,Bordeaux,33,,,33063000PM0095,,,4,45.39,,,,,,,,,1,2,Appartement,53,2,,,,,,-0.575125,44.85416
2025-150773,2025-02-28,000001,Vente,162000,7,T,RUE DE CALEMBERT,1380,33000,33063,Bordeaux,33,,,33063000LT0074,,,4,,,,,,,,,,1,2,Appartement,32,1,,,,,,-0.596976,44.845361
2025-150780,2025-02-21,000001,Vente,4852725,35,,PL GAMBETTA,3810,33000,33063,Bordeaux,33,,,33063000KD0050,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,90,0,S,sols,,,222,-0.581386,44.841383
2025-150780,2025-02-21,000001,Vente,4852725,35,,PL GAMBETTA,3810,33000,33063,Bordeaux,33,,,33063000KD0050,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,40,0,S,sols,,,222,-0.581386,44.841383
2025-150780,2025-02-21,000001,Vente,4852725,35,,PL GAMBETTA,3810,33000,33063,Bordeaux,33,,,33063000KD0050,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,135,0,S,sols,,,222,-0.581386,44.841383
2025-150780,2025-02-21,000001,Vente,4852725,35,,PL GAMBETTA,3810,33000,33063,Bordeaux,33,,,33063000KD0050,,,,,,,,,,,,,0,2,Appartement,89,3,S,sols,,,222,-0.581386,44.841383
2025-150780,2025-02-21,000001,Vente,4852725,35,,PL GAMBETTA,3810,33000,33063,Bordeaux,33,,,33063000KD0050,,,,,,,,,,,,,0,2,Appartement,35,1,S,sols,,,222,-0.581386,44.841383
2025-150780,2025-02-21,000001,Vente,4852725,35,,PL GAMBETTA,3810,33000,33063,Bordeaux,33,,,33063000KD0050,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,90,0,S,sols,,,222,-0.581386,44.841383
2025-150785,2025-02-18,000001,Vente,105000,26,,CRS DE LA MARNE,6065,33800,33063,Bordeaux,33,,,33063000DC0019,,,30,,,,,,,,,,1,2,Appartement,22,1,,,,,,-0.570236,44.830563
2025-150786,2025-02-24,000001,Vente,200000,4,,RUE DOMION,2760,33200,33063,Bordeaux,33,,,33063000VX0019,,,28,,65,,,,,,,,2,3,Dépendance,,0,,,,,,-0.625536,44.855968
2025-150786,2025-02-24,000001,Vente,200000,4,,RUE DOMION,2760,33200,33063,Bordeaux,33,,,33063000VX0019,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.625536,44.855968
2025-150786,2025-02-24,000001,Vente,200000,4,,RUE DOMION,2760,33200,33063,Bordeaux,33,,,33063000VX0019,,,28,,65,,,,,,,,2,2,Appartement,99,5,,,,,,-0.625536,44.855968
2025-150789,2025-02-28,000001,Vente,333649,58,,RUE DE TIVOLI,8965,33000,33063,Bordeaux,33,,,33063000OP0087,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.591111,44.856464
2025-150789,2025-02-28,000001,Vente,333649,58,,RUE DE TIVOLI,8965,33000,33063,Bordeaux,33,,,33063000OP0087,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.591111,44.856464
2025-150789,2025-02-28,000001,Vente,333649,58,,RUE DE TIVOLI,8965,33000,33063,Bordeaux,33,,,33063000OP0087,,,2,88.36,,,,,,,,,1,2,Appartement,90,4,,,,,,-0.591111,44.856464
2025-150790,2025-02-21,000001,Vente,138500,4,,RUE DE STRASBOURG,8770,33000,33063,Bordeaux,33,,,33063000HA0061,,,3,,,,,,,,,,1,2,Appartement,44,2,,,,,,-0.584237,44.830506
2025-150793,2025-02-27,000001,Vente,2500000,93,,QUAI DES CHARTRONS,2000,33300,33063,Bordeaux,33,,,33063000RH0335,,1,,,,,,,,,,,0,,,,,,,,,,-0.566009,44.854527
2025-150793,2025-02-27,000001,Vente,2500000,93,,QUAI DES CHARTRONS,2000,33300,33063,Bordeaux,33,,,33063000RH0335,,2,,,,,,,,,,,0,,,,,,,,,,-0.566009,44.854527
2025-150794,2025-02-26,000001,Vente,267000,27,,RUE JEAN DESCAS,4600,33800,33063,Bordeaux,33,,,33063000DL0025,,,28,70.77,,,,,,,,,1,2,Appartement,71,3,,,,,,-0.558174,44.829258
2025-150794,2025-02-26,000001,Vente,267000,27,,RUE JEAN DESCAS,4600,33800,33063,Bordeaux,33,,,33063000DL0025,,,148,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.558174,44.829258
2025-150794,2025-02-26,000001,Vente,267000,27,,RUE JEAN DESCAS,4600,33800,33063,Bordeaux,33,,,33063000DL0025,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.558174,44.829258
2025-150794,2025-02-26,000001,Vente,267000,27,,RUE JEAN DESCAS,4600,33800,33063,Bordeaux,33,,,33063000DL0025,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.558174,44.829258
2025-150799,2025-02-18,000001,Vente,173000,195,,RUE DU JARDIN PUBLIC,4545,33300,33063,Bordeaux,33,,,33063000RC0108,,,180,,43,56.47,,,,,,,2,2,Appartement,56,3,,,,,,-0.57308,44.857413
2025-150799,2025-02-18,000001,Vente,173000,195,,RUE DU JARDIN PUBLIC,4545,33300,33063,Bordeaux,33,,,33063000RC0108,,,180,,43,56.47,,,,,,,2,3,Dépendance,,0,,,,,,-0.57308,44.857413
2025-150801,2025-02-19,000001,Vente,228500,44,,RUE BORIE,1080,33300,33063,Bordeaux,33,,,33063000RE0137,,,7,60.2,,,,,,,,,1,2,Appartement,58,3,,,,,,-0.569742,44.854462
2025-150802,2025-02-25,000001,Vente,15000,17,,RUE THIAC,8915,33000,33063,Bordeaux,33,,,33063000KV0184,,,46,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.582948,44.844109
2025-150806,2025-02-25,000001,Vente,185000,74,,RUE GEORGES BONNAC,3975,33000,33063,Bordeaux,33,,,33063000KA0012,,,385,68.18,,,,,,,,,1,2,Appartement,50,2,,,,,,-0.585403,44.839441
2025-150808,2025-02-12,000001,Vente,213320,173,,CRS DU MEDOC,6265,33300,33063,Bordeaux,33,,,33063000RM0018,,,51,44.87,,,,,,,,,1,2,Appartement,45,2,,,,,,-0.572544,44.863814
2025-150808,2025-02-12,000001,Vente,213320,173,,CRS DU MEDOC,6265,33300,33063,Bordeaux,33,,,33063000RM0018,,,94,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.572544,44.863814
2025-150809,2025-02-10,000001,Vente,122000,237,,RUE JUDAIQUE,4810,33000,33063,Bordeaux,33,,,33063000MD0161,,,13,,,,,,,,,,1,2,Appartement,31,1,,,,,,-0.59699,44.840647
2025-150809,2025-02-10,000001,Vente,122000,237,,RUE JUDAIQUE,4810,33000,33063,Bordeaux,33,,,33063000MD0161,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.59699,44.840647
2025-150813,2025-02-19,000001,Vente,247500,3,,RUE CLARE,2080,33800,33063,Bordeaux,33,,,33063000DR0309,,,2,71.24,,,,,,,,,1,4,Local industriel. commercial ou assimilé,79,0,,,,,,-0.567391,44.831958
2025-150814,2025-02-12,000001,Vente,680000,65,,RUE DE LYON,5770,33000,33063,Bordeaux,33,,,33063000LN0142,,,,,,,,,,,,,0,1,Maison,140,4,S,sols,,,101,-0.592172,44.847924
2025-150816,2025-02-28,000001,Vente,575000,79,,RUE DEVEAUX,2635,33200,33063,Bordeaux,33,,,33063000VP0023,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,368,-0.623694,44.844466
2025-150816,2025-02-28,000001,Vente,575000,79,,RUE DEVEAUX,2635,33200,33063,Bordeaux,33,,,33063000VP0023,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,368,-0.623694,44.844466
2025-150818,2025-02-28,000001,Vente,284500,42,,RUE NAUJAC,6660,33000,33063,Bordeaux,33,,,33063000LB0042,,,8,,9,,,,,,,,2,2,Appartement,100,3,,,,,,-0.585884,44.847793
2025-150818,2025-02-28,000001,Vente,284500,42,,RUE NAUJAC,6660,33000,33063,Bordeaux,33,,,33063000LB0042,,,8,,9,,,,,,,,2,3,Dépendance,,0,,,,,,-0.585884,44.847793
2025-150822,2025-02-20,000001,Vente,255000,25,,ALL HAUSSMANN,4318,33300,33063,Bordeaux,33,,,33063000RM0145,,,14,73.46,,,,,,,,,1,2,Appartement,73,3,,,,,,-0.570492,44.864439
2025-150822,2025-02-20,000001,Vente,255000,25,,ALL HAUSSMANN,4318,33300,33063,Bordeaux,33,,,33063000RM0145,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570492,44.864439
2025-150822,2025-02-20,000001,Vente,255000,25,,ALL HAUSSMANN,4318,33300,33063,Bordeaux,33,,,33063000RM0145,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570492,44.864439
2025-150823,2025-02-28,000001,Vente,118500,224,,AV EYSINES,3340,33200,33063,Bordeaux,33,,,33063000YE0141,,,19,44.82,,,,,,,,,1,2,Appartement,46,2,,,,,,-0.617884,44.862378
2025-150824,2025-02-20,000001,Vente,75000,53,,RUE SAINT FRANCOIS,8230,33000,33063,Bordeaux,33,,,33063000DP0198,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570144,44.834412
2025-150824,2025-02-20,000001,Vente,75000,53,,RUE SAINT FRANCOIS,8230,33000,33063,Bordeaux,33,,,33063000DP0198,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570144,44.834412
2025-150824,2025-02-20,000001,Vente,75000,53,,RUE SAINT FRANCOIS,8230,33000,33063,Bordeaux,33,,,33063000DP0198,,,53,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570144,44.834412
2025-150825,2025-02-18,000001,Vente,237880,95,,RUE DU TONDU,8975,33000,33063,Bordeaux,33,,,33063000HN0182,,,781,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.584879,44.830947
2025-150825,2025-02-18,000001,Vente,237880,95,,RUE DU TONDU,8975,33000,33063,Bordeaux,33,,,33063000HN0182,,,859,50.13,,,,,,,,,1,2,Appartement,50,2,,,,,,-0.584879,44.830947
2025-150826,2025-03-07,000001,Vente,322000,4,,CRS DU MEDOC,6265,33300,33063,Bordeaux,33,,,33063000RR0028,,,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.564543,44.855832
2025-150826,2025-03-07,000001,Vente,322000,4,,CRS DU MEDOC,6265,33300,33063,Bordeaux,33,,,33063000RR0028,,,127,68.14,,,,,,,,,1,2,Appartement,67,3,,,,,,-0.564543,44.855832
2025-150827,2025-02-10,000001,Vente,613650,40,,RUE BUCHOU,1300,33800,33063,Bordeaux,33,,,33063000CV0073,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,116,-0.565454,44.821651
2025-150827,2025-02-10,000001,Vente,613650,40,,RUE BUCHOU,1300,33800,33063,Bordeaux,33,,,33063000CV0073,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,116,-0.565454,44.821651
2025-150829,2025-02-20,000001,Vente,235000,162,,AV EYSINES,3340,33200,33063,Bordeaux,33,,,33063000OC0053,,,218,,54,,,,,,,,2,3,Dépendance,,0,,,,,,-0.60897,44.85901
2025-150829,2025-02-20,000001,Vente,235000,162,,AV EYSINES,3340,33200,33063,Bordeaux,33,,,33063000OC0053,,,218,,54,,,,,,,,2,2,Appartement,80,5,,,,,,-0.60897,44.85901
2025-150830,2025-02-21,000001,Vente,460000,72,,CRS DU MEDOC,6265,33300,33063,Bordeaux,33,,,33063000RK0056,,,4,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,51,0,,,,,,-0.56741,44.858404
2025-150830,2025-02-21,000001,Vente,460000,72,,CRS DU MEDOC,6265,33300,33063,Bordeaux,33,,,33063000RK0056,,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,52,0,,,,,,-0.56741,44.858404
2025-150830,2025-02-21,000001,Vente,460000,72,,CRS DU MEDOC,6265,33300,33063,Bordeaux,33,,,33063000RK0056,,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,98,0,,,,,,-0.56741,44.858404
2025-150834,2025-02-24,000001,Vente,226000,60,,RUE DE MACAU,5790,33000,33063,Bordeaux,33,,,33063000OT0002,,,40,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.586925,44.856028
2025-150834,2025-02-24,000001,Vente,226000,60,,RUE DE MACAU,5790,33000,33063,Bordeaux,33,,,33063000OT0002,,,10,54.55,23,,,,,,,,2,2,Appartement,54,3,,,,,,-0.586925,44.856028
2025-150834,2025-02-24,000001,Vente,226000,60,,RUE DE MACAU,5790,33000,33063,Bordeaux,33,,,33063000OT0002,,,10,54.55,23,,,,,,,,2,3,Dépendance,,0,,,,,,-0.586925,44.856028
2025-150835,2025-02-20,000001,Vente en l'état futur d'achèvement,202200,,,,,,33063,Bordeaux,33,,,33063000SV0025,,,7,,,,,,,,,,1,,,,,,,,,,-0.554917,44.871249
2025-150835,2025-02-20,000001,Vente en l'état futur d'achèvement,202200,,,,,,33063,Bordeaux,33,,,33063000SV0025,,,8,,,,,,,,,,1,,,,,,,,,,-0.554917,44.871249
2025-150836,2025-02-14,000001,Vente,317075,10,,IMP BRULATOUR,1290,33800,33063,Bordeaux,33,,,33063000BY0423,,,104,91.65,,,,,,,,,1,2,Appartement,91,4,,,,,,-0.558076,44.812992
2025-150836,2025-02-14,000001,Vente,317075,12,,IMP BRULATOUR,1290,33800,33063,Bordeaux,33,,,33063000BY0423,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.558076,44.812992
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
2025-150837,2025-02-13,000001,Vente,1250000,66,,RUE CAMENA D ALMEIDA,1415,33000,33063,Bordeaux,33,,,33063000IO0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,451,-0.608824,44.831212
