id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-153530,2025-04-30,000001,Vente,285000,7,,PAS HERMITTE,4405,33000,33063,Bordeaux,33,,,33063000IY0066,,,105,,,,,,,,,,1,2,Appartement,65,3,,,,,,-0.595058,44.832751
2025-153530,2025-04-30,000001,Vente,285000,1,,PAS HERMITTE,4405,33000,33063,Bordeaux,33,,,33063000IY0066,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.595058,44.832751
2025-153532,2025-04-15,000001,Vente,90045,105,,RUE JUDAIQUE,4810,33000,33063,Bordeaux,33,,,33063000LA0156,,,16,,,,,,,,,,1,2,Appartement,17,1,,,,,,-0.586984,44.841343
2025-153536,2025-04-30,000001,Vente,310000,1,,RUE DE BELGIQUE,0790,33800,33063,Bordeaux,33,,,33063000CA0166,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.563758,44.813754
2025-153536,2025-04-30,000001,Vente,310000,1,,RUE DE BELGIQUE,0790,33800,33063,Bordeaux,33,,,33063000CA0166,,,79,,81,,,,,,,,2,1,Maison,79,4,,,,,,-0.563758,44.813754
2025-153540,2025-04-30,000001,Vente,385000,53,,RUE JULES FERRY,4840,33200,33063,Bordeaux,33,,,33063000MV0072,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,80,0,S,sols,,,172,-0.60327,44.842332
2025-153541,2025-04-23,000001,Vente,207000,168,,RUE PELLEPORT,7105,33800,33063,Bordeaux,33,,,33063000CV0124,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,81,-0.565134,44.821279
2025-153548,2025-04-22,000001,Vente,306900,47,,RUE MESTRE,6330,33200,33063,Bordeaux,33,,,33063000NI0044,,,88,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.611141,44.842879
2025-153548,2025-04-22,000001,Vente,306900,47,,RUE MESTRE,6330,33200,33063,Bordeaux,33,,,33063000NI0044,,,35,93.37,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.611141,44.842879
2025-153548,2025-04-22,000001,Vente,306900,47,,RUE MESTRE,6330,33200,33063,Bordeaux,33,,,33063000NI0044,,,35,93.37,,,,,,,,,1,2,Appartement,91,4,,,,,,-0.611141,44.842879
2025-153551,2025-04-29,000001,Vente,340000,8,,RUE DE SEGUR,8605,33000,33063,Bordeaux,33,,,33063000EU0167,,,25,84.03,,,,,,,,,1,2,Appartement,84,3,,,,,,-0.58743,44.825607
2025-153551,2025-04-29,000001,Vente,340000,8,,RUE DE SEGUR,8605,33000,33063,Bordeaux,33,,,33063000EU0167,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.58743,44.825607
2025-153562,2025-04-29,000001,Vente,950000,23,,PL AMEDEE LARRIEU,0220,33000,33063,Bordeaux,33,,,33063000HA0098,,,,,,,,,,,,,0,2,Appartement,22,1,S,sols,,,99,-0.581398,44.829835
2025-153562,2025-04-29,000001,Vente,950000,23,,PL AMEDEE LARRIEU,0220,33000,33063,Bordeaux,33,,,33063000HA0098,,,,,,,,,,,,,0,2,Appartement,31,2,S,sols,,,99,-0.581398,44.829835
2025-153562,2025-04-29,000001,Vente,950000,23,,PL AMEDEE LARRIEU,0220,33000,33063,Bordeaux,33,,,33063000HA0098,,,,,,,,,,,,,0,2,Appartement,41,2,S,sols,,,99,-0.581398,44.829835
2025-153562,2025-04-29,000001,Vente,950000,23,,PL AMEDEE LARRIEU,0220,33000,33063,Bordeaux,33,,,33063000HA0098,,,,,,,,,,,,,0,2,Appartement,44,2,S,sols,,,99,-0.581398,44.829835
2025-153562,2025-04-29,000001,Vente,950000,23,,PL AMEDEE LARRIEU,0220,33000,33063,Bordeaux,33,,,33063000HA0098,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,99,-0.581398,44.829835
2025-153562,2025-04-29,000001,Vente,950000,23,,PL AMEDEE LARRIEU,0220,33000,33063,Bordeaux,33,,,33063000HA0098,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,45,0,S,sols,,,99,-0.581398,44.829835
2025-153562,2025-04-29,000001,Vente,950000,23,,PL AMEDEE LARRIEU,0220,33000,33063,Bordeaux,33,,,33063000HA0098,,,,,,,,,,,,,0,2,Appartement,50,3,S,sols,,,99,-0.581398,44.829835
2025-153564,2025-04-29,000001,Vente,133850,2,B,RUE TUSTAL,9120,33000,33063,Bordeaux,33,,,33063000KI0281,,,42,22.6,,,,,,,,,1,2,Appartement,32,1,,,,,,-0.574372,44.838323
2025-153567,2025-04-23,000001,Vente,550000,151,,RUE PASTEUR,6975,33200,33063,Bordeaux,33,,,33063000ND0048,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,112,0,S,sols,,,276,-0.609734,44.844903
2025-153568,2025-04-18,000001,Vente,49944.4,7,,ALL DE CHARTRES,1990,33000,33063,Bordeaux,33,,,33063000PI0127,,,34,,6,,8,,9,,,,4,4,Local industriel. commercial ou assimilé,316,0,,,,,,-0.57159,44.847629
2025-153569,2025-04-24,000001,Vente,280000,11,,RUE ROLLAND,8040,33000,33063,Bordeaux,33,,,33063000KW0193,,,7,,,,,,,,,,1,2,Appartement,58,3,,,,,,-0.580233,44.842926
2025-153573,2025-05-13,000001,Vente,90000,19,,CRS DE LA LIBERATION,5515,33000,33063,Bordeaux,33,,,33063000HK0181,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.582889,44.833025
2025-153573,2025-05-13,000001,Vente,90000,19,,CRS DE LA LIBERATION,5515,33000,33063,Bordeaux,33,,,33063000HK0181,,,9,16.08,,,,,,,,,1,2,Appartement,16,1,,,,,,-0.582889,44.833025
2025-153573,2025-05-13,000001,Vente,90000,19,,CRS DE LA LIBERATION,5515,33000,33063,Bordeaux,33,,,33063000HK0181,,,9,16.08,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.582889,44.833025
2025-153579,2025-04-25,000001,Vente,981200,21,B,AV DE VERDUN,9245,33200,33063,Bordeaux,33,,,33063000OB0217,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,737,-0.612953,44.856275
2025-153579,2025-04-25,000001,Vente,981200,21,B,AV DE VERDUN,9245,33200,33063,Bordeaux,33,,,33063000OB0217,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,737,-0.612953,44.856275
2025-153579,2025-04-25,000001,Vente,981200,21,B,AV DE VERDUN,9245,33200,33063,Bordeaux,33,,,33063000OB0217,,,,,,,,,,,,,0,1,Maison,209,7,S,sols,,,737,-0.612953,44.856275
2025-153579,2025-04-25,000001,Vente,981200,21,B,AV DE VERDUN,9245,33200,33063,Bordeaux,33,,,33063000OB0219,,,,,,,,,,,,,0,,,,,S,sols,,,128,-0.613368,44.856388
2025-153580,2025-04-28,000001,Vente,160000,61,,RUE DES FAURES,3395,33000,33063,Bordeaux,33,,,33063000DO0063,,,4,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,41,0,,,,,,-0.566736,44.835176
2025-153587,2025-04-30,000001,Vente,190000,11,,RUE BAVARD,0700,33200,33063,Bordeaux,33,,,33063000YE0049,,,102,,68,52.53,,,,,,,2,2,Appartement,48,3,,,,,,-0.626012,44.862109
2025-153587,2025-04-30,000001,Vente,190000,11,,RUE BAVARD,0700,33200,33063,Bordeaux,33,,,33063000YE0049,,,102,,68,52.53,,,,,,,2,3,Dépendance,,0,,,,,,-0.626012,44.862109
2025-153589,2025-04-30,000001,Vente,172000,41,,RUE FRANCOIS DE SOURDIS,3685,33000,33063,Bordeaux,33,,,33063000HP0063,,,3,38.4,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.588591,44.83361
2025-153589,2025-04-30,000001,Vente,172000,41,,RUE FRANCOIS DE SOURDIS,3685,33000,33063,Bordeaux,33,,,33063000HP0063,,,3,38.4,,,,,,,,,1,2,Appartement,56,2,,,,,,-0.588591,44.83361
2025-153590,2025-05-14,000001,Vente,540000,10,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000KM0275,,,161,105.98,,,,,,,,,1,2,Appartement,115,3,,,,,,-0.574065,44.841466
2025-153592,2025-04-24,000001,Vente,285010,53,B,RUE MOUNEYRA,6605,33000,33063,Bordeaux,33,,,33063000HL0259,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,79,0,S,sols,,,58,-0.583435,44.833478
2025-153595,2025-04-25,000001,Vente en l'état futur d'achèvement,226200,341,,BD JEAN JACQUES BOSC,4635,33800,33063,Bordeaux,33,,,33063000BY0436,,,13,,,,,,,,,,1,,,,,,,,,,-0.554046,44.816317
2025-153598,2025-04-30,000001,Vente,341000,36,,ALL D ORLEANS,6805,33000,33063,Bordeaux,33,,,33063000KP0004,,,10,70.68,9,,,,,,,,2,2,Appartement,71,2,,,,,,-0.573506,44.843692
2025-153601,2025-04-18,000001,Vente,112088.95,7,,ALL DE CHARTRES,1990,33000,33063,Bordeaux,33,,,33063000PI0127,,,34,,6,,8,,9,,,,4,4,Local industriel. commercial ou assimilé,316,0,,,,,,-0.57159,44.847629
2025-153604,2025-03-21,000002,Vente,847500,61,,RUE FAMATINA,3380,33200,33063,Bordeaux,33,,,33063000MW0273,,,,,,,,,,,,,0,,,,,S,sols,,,2,-0.603468,44.845735
2025-153604,2025-03-21,000002,Vente,847500,57,,RUE FAMATINA,3380,33200,33063,Bordeaux,33,,,33063000MW0299,,,,,,,,,,,,,0,1,Maison,210,7,S,sols,,,211,-0.603603,44.84585
2025-153604,2025-03-21,000002,Vente,847500,57,,RUE FAMATINA,3380,33200,33063,Bordeaux,33,,,33063000MW0299,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,211,-0.603603,44.84585
2025-153604,2025-03-21,000002,Vente,847500,57,,RUE FAMATINA,3380,33200,33063,Bordeaux,33,,,33063000MW0299,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,211,-0.603603,44.84585
2025-153604,2025-03-21,000002,Vente,847500,59,,RUE FAMATINA,3380,33200,33063,Bordeaux,33,,,33063000MW0303,,,,,,,,,,,,,0,,,,,S,sols,,,165,-0.603702,44.845801
2025-153605,2025-04-30,000001,Vente,600000,17,,RUE LEBRUN,5310,33000,33063,Bordeaux,33,,,33063000KV0151,,,,,,,,,,,,,0,2,Appartement,46,2,S,sols,,,77,-0.582616,44.844753
2025-153605,2025-04-30,000001,Vente,600000,17,,RUE LEBRUN,5310,33000,33063,Bordeaux,33,,,33063000KV0151,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,77,-0.582616,44.844753
2025-153605,2025-04-30,000001,Vente,600000,17,,RUE LEBRUN,5310,33000,33063,Bordeaux,33,,,33063000KV0151,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,77,-0.582616,44.844753
2025-153605,2025-04-30,000001,Vente,600000,17,,RUE LEBRUN,5310,33000,33063,Bordeaux,33,,,33063000KV0151,,,,,,,,,,,,,0,2,Appartement,45,2,S,sols,,,77,-0.582616,44.844753
2025-153605,2025-04-30,000001,Vente,600000,17,,RUE LEBRUN,5310,33000,33063,Bordeaux,33,,,33063000KV0151,,,,,,,,,,,,,0,2,Appartement,46,2,S,sols,,,77,-0.582616,44.844753
2025-153605,2025-04-30,000001,Vente,600000,17,,RUE LEBRUN,5310,33000,33063,Bordeaux,33,,,33063000KV0151,,,,,,,,,,,,,0,2,Appartement,39,2,S,sols,,,77,-0.582616,44.844753
2025-153607,2025-04-28,000001,Vente,150000,18,,RUE GUADET,4210,33000,33063,Bordeaux,33,,,33063000PO0213,,,73,40.16,,,,,,,,,1,2,Appartement,41,2,,,,,,-0.57889,44.853486
2025-153607,2025-04-28,000001,Vente,150000,25,,RUE SAINT HUBERT,8245,33000,33063,Bordeaux,33,,,33063000PO0213,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.57889,44.853486
2025-153609,2025-04-18,000001,Vente,117430.15,7,,ALL DE CHARTRES,1990,33000,33063,Bordeaux,33,,,33063000PI0127,,,34,,6,,8,,9,,,,4,4,Local industriel. commercial ou assimilé,316,0,,,,,,-0.57159,44.847629
2025-153610,2025-04-18,000001,Vente,278121.88,7,,ALL DE CHARTRES,1990,33000,33063,Bordeaux,33,,,33063000PI0127,,,34,,6,,8,,9,,,,4,4,Local industriel. commercial ou assimilé,316,0,,,,,,-0.57159,44.847629
2025-153612,2025-04-24,000001,Vente,780000,18,,RUE FERRERE,3520,33000,33063,Bordeaux,33,,,33063000PI0140,,,61,,,,,,,,,,1,2,Appartement,117,4,,,,,,-0.572114,44.847837
2025-153612,2025-04-24,000001,Vente,780000,16,B,RUE FERRERE,3520,33000,33063,Bordeaux,33,,,33063000PI0140,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.572114,44.847837
2025-153612,2025-04-24,000001,Vente,780000,16,,RUE FERRERE,3520,33000,33063,Bordeaux,33,,,33063000PI0140,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.572114,44.847837
2025-153614,2025-05-07,000001,Vente,500000,6,,RUE PORTE DE LA MONNAIE,7485,33800,33063,Bordeaux,33,,,33063000DM0021,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.562051,44.832859
2025-153614,2025-05-07,000001,Vente,500000,6,,RUE PORTE DE LA MONNAIE,7485,33800,33063,Bordeaux,33,,,33063000DM0021,,,1,,2,,,,,,,,2,4,Local industriel. commercial ou assimilé,200,0,,,,,,-0.562051,44.832859
2025-153616,2025-04-25,000001,Vente,420000,3,,RUE DU PAVEIL,7080,33000,33063,Bordeaux,33,,,33063000OY0202,,,,,,,,,,,,,0,1,Maison,80,5,S,sols,,,122,-0.585145,44.853673
2025-153619,2025-04-25,000001,Vente,670000,220,,RUE DE TURENNE,9115,33000,33063,Bordeaux,33,,,33063000LN0074,,,,,,,,,,,,,0,1,Maison,111,5,S,sols,,,85,-0.592768,44.848651
2025-153620,2025-05-14,000001,Vente,28000,179,,RUE CAMILLE GODARD,1435,33000,33063,Bordeaux,33,,,33063000OT0016,,,1707,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.584219,44.855173
2025-153622,2025-04-28,000001,Vente,40000,195,,RUE DU JARDIN PUBLIC,4545,33300,33063,Bordeaux,33,,,33063000RC0108,,,239,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.57308,44.857413
2025-153626,2025-04-25,000001,Vente,370000,192,,RUE BERRUER,0885,33000,33063,Bordeaux,33,,,33063000IS0213,,,,,,,,,,,,,0,1,Maison,81,2,S,sols,,,190,-0.607742,44.832945
2025-153628,2025-04-28,000001,Vente,497700,22,,PL CHARLES GRUET,1940,33000,33063,Bordeaux,33,,,33063000KT0106,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.580897,44.846695
2025-153628,2025-04-28,000001,Vente,497700,22,,PL CHARLES GRUET,1940,33000,33063,Bordeaux,33,,,33063000KT0106,,,8,93.7,,,,,,,,,1,2,Appartement,95,3,,,,,,-0.580897,44.846695
2025-153630,2025-04-24,000001,Vente,223800,3,,RUE PAUL DENUCE,7025,33800,33063,Bordeaux,33,,,33063000EK0337,,,92,58.1,,,,,,,,,1,2,Appartement,57,3,,,,,,-0.579216,44.823252
2025-153630,2025-04-24,000001,Vente,223800,3,,RUE PAUL DENUCE,7025,33800,33063,Bordeaux,33,,,33063000EK0337,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.579216,44.823252
2025-153633,2025-04-25,000001,Vente,561000,42,,RUE KIESER,4897,33000,33063,Bordeaux,33,,,33063000LV0186,,,,,,,,,,,,,0,1,Maison,126,4,S,sols,,,151,-0.59364,44.842809
2025-153635,2025-04-28,000001,Vente,235000,106,,AV CHARLES DE GAULLE,1915,33200,33063,Bordeaux,33,,,33063000NA0103,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.602884,44.849311
2025-153635,2025-04-28,000001,Vente,235000,106,,AV CHARLES DE GAULLE,1915,33200,33063,Bordeaux,33,,,33063000NA0103,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.602884,44.849311
2025-153635,2025-04-28,000001,Vente,235000,106,,AV CHARLES DE GAULLE,1915,33200,33063,Bordeaux,33,,,33063000NA0103,,,26,,,,,,,,,,1,2,Appartement,53,2,,,,,,-0.602884,44.849311
2025-153637,2025-04-30,000001,Vente,110000,140,,RUE BERRUER,0885,33000,33063,Bordeaux,33,,,33063000IN0001,,,63,25.71,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.605393,44.832662
2025-153637,2025-04-30,000001,Vente,110000,140,,RUE BERRUER,0885,33000,33063,Bordeaux,33,,,33063000IN0001,,,63,25.71,,,,,,,,,1,2,Appartement,25,1,,,,,,-0.605393,44.832662
2025-153642,2025-04-23,000001,Vente,140000,79,,RUE DE BEGLES,0755,33800,33063,Bordeaux,33,,,33063000CT0205,,,3,37.63,,,,,,,,,1,2,Appartement,33,2,,,,,,-0.567525,44.826012
2025-153643,2025-04-30,000001,Vente,455000,54,,RUE DELORD,2555,33300,33063,Bordeaux,33,,,33063000RY0122,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,226,-0.559368,44.860118
2025-153643,2025-04-30,000001,Vente,455000,54,,RUE DELORD,2555,33300,33063,Bordeaux,33,,,33063000RY0122,,,,,,,,,,,,,0,2,Appartement,56,3,S,sols,,,226,-0.559368,44.860118
2025-153643,2025-04-30,000001,Vente,455000,54,,RUE DELORD,2555,33300,33063,Bordeaux,33,,,33063000RY0122,,,,,,,,,,,,,0,2,Appartement,34,1,S,sols,,,226,-0.559368,44.860118
2025-153643,2025-04-30,000001,Vente,455000,54,,RUE DELORD,2555,33300,33063,Bordeaux,33,,,33063000RY0122,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,226,-0.559368,44.860118
2025-153643,2025-04-30,000001,Vente,455000,54,,RUE DELORD,2555,33300,33063,Bordeaux,33,,,33063000RY0122,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,226,-0.559368,44.860118
2025-153643,2025-04-30,000001,Vente,455000,54,,RUE DELORD,2555,33300,33063,Bordeaux,33,,,33063000RY0122,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,226,-0.559368,44.860118
2025-153643,2025-04-30,000001,Vente,455000,54,,RUE DELORD,2555,33300,33063,Bordeaux,33,,,33063000RY0122,,,,,,,,,,,,,0,2,Appartement,45,3,S,sols,,,226,-0.559368,44.860118
2025-153643,2025-04-30,000001,Vente,455000,54,,RUE DELORD,2555,33300,33063,Bordeaux,33,,,33063000RY0122,,,,,,,,,,,,,0,2,Appartement,45,3,S,sols,,,226,-0.559368,44.860118
2025-153647,2025-04-25,000001,Vente,418700,2,,RUE BUHAN,1315,33000,33063,Bordeaux,33,,,33063000HE0253,,,9,130.56,,,,,,,,,1,4,Local industriel. commercial ou assimilé,130,0,,,,,,-0.570582,44.837606
2025-153649,2025-04-29,000001,Vente en l'état futur d'achèvement,123960,,,AV MARCEL DASSAULT,5931,33300,33063,Bordeaux,33,,,33063000TC0234,,,34,,,,,,,,,,1,,,,,,,,,,-0.569839,44.876569
2025-153651,2025-04-28,000001,Vente en l'état futur d'achèvement,239133.34,,,AV DE LAROQUE,5207,33300,33063,Bordeaux,33,,,33063000TB0090,,,39,,,,,,,,,,1,,,,,,,,,,-0.569831,44.873685
2025-153651,2025-04-28,000001,Vente en l'état futur d'achèvement,239133.34,,,AV DE LAROQUE,5207,33300,33063,Bordeaux,33,,,33063000TB0090,,,183,,,,,,,,,,1,,,,,,,,,,-0.569831,44.873685
2025-153658,2025-04-28,000001,Vente en l'état futur d'achèvement,251952.64,200,,BD ALBERT 1ER,0080,33800,33063,Bordeaux,33,,,33063000BZ0262,,,19,,,,,,,,,,1,,,,,,,,,,-0.553144,44.820037
2025-153661,2025-04-25,000001,Vente,90000,31,,RUE POUJEAU,7500,33200,33063,Bordeaux,33,,,33063000VX0102,,,128,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.621932,44.852437
2025-153661,2025-04-25,000001,Vente,90000,31,,RUE POUJEAU,7500,33200,33063,Bordeaux,33,,,33063000VX0102,,,154,89.48,,,,,,,,,1,2,Appartement,88,4,,,,,,-0.621932,44.852437
2025-153661,2025-04-25,000001,Vente,90000,31,,RUE POUJEAU,7500,33200,33063,Bordeaux,33,,,33063000VX0102,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.621932,44.852437
2025-153661,2025-04-25,000001,Vente,90000,31,,RUE POUJEAU,7500,33200,33063,Bordeaux,33,,,33063000VX0102,,,286,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.621932,44.852437
2025-153665,2025-04-25,000001,Vente,318000,7,,AV DE LA REPUBLIQUE,7900,33200,33063,Bordeaux,33,,,33063000MS0046,,,17,85.8,,,,,,,,,1,2,Appartement,84,5,,,,,,-0.599829,44.840372
2025-153667,2025-04-29,000001,Vente,140000,6,,RUE JAC BELAUBRE,4511,33200,33063,Bordeaux,33,,,33063000YT0155,,,81,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.630044,44.847471
2025-153667,2025-04-29,000001,Vente,140000,6,,RUE JAC BELAUBRE,4511,33200,33063,Bordeaux,33,,,33063000YT0155,,,16,38.44,,,,,,,,,1,2,Appartement,38,2,,,,,,-0.630044,44.847471
2025-153668,2025-04-24,000001,Vente,232000,17,,RUE DU CLOITRE,2135,33000,33063,Bordeaux,33,,,33063000DR0389,,,1,83.41,,,,,,,,,1,2,Appartement,88,5,,,,,,-0.568356,44.833563
2025-153668,2025-04-24,000001,Vente,232000,17,,RUE DU CLOITRE,2135,33000,33063,Bordeaux,33,,,33063000DR0389,,,1,83.41,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.568356,44.833563
2025-153670,2025-04-08,000001,Vente,226930,31,,RUE LEYTEIRE,5495,33000,33063,Bordeaux,33,,,33063000DP0179,,,6,47.41,,,,,,,,,1,2,Appartement,55,2,,,,,,-0.569796,44.834189
2025-153676,2025-04-28,000001,Vente,105865.52,73,,RUE DE LA PELOUSE DOUET,7115,33000,33063,Bordeaux,33,,,33063000IO0243,,,25,,87,,,,,,,,2,2,Appartement,29,1,,,,,,-0.607642,44.83011
2025-153676,2025-04-28,000001,Vente,105865.52,73,,RUE DE LA PELOUSE DOUET,7115,33000,33063,Bordeaux,33,,,33063000IO0243,,,25,,87,,,,,,,,2,3,Dépendance,,0,,,,,,-0.607642,44.83011
2025-153678,2025-04-28,000001,Vente,569003,5,,RUE SAINT HUBERT,8245,33000,33063,Bordeaux,33,,,33063000PO0196,,,,,,,,,,,,,0,1,Maison,91,4,S,sols,,,104,-0.579088,44.852725
2025-153686,2025-04-30,000001,Vente,202200,60,,RUE DE LA BECHADE,0745,33000,33063,Bordeaux,33,,,33063000IA0131,,,35,53.3,,,,,,,,,1,2,Appartement,53,2,,,,,,-0.598352,44.825046
2025-153686,2025-04-30,000001,Vente,202200,60,,RUE DE LA BECHADE,0745,33000,33063,Bordeaux,33,,,33063000IA0131,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.598352,44.825046
2025-153687,2025-04-30,000001,Vente,240000,86,,RUE DE LA PORTE DIJEAUX,7480,33000,33063,Bordeaux,33,,,33063000KH0114,,,7,,,,,,,,,,1,2,Appartement,44,2,,,,,,-0.57941,44.840468
2025-153690,2025-04-25,000001,Vente,315000,10,,ALL EUGENE DELACROIX,3300,33800,33063,Bordeaux,33,,,33063000BV0174,,,17,101.94,,,,,,,,,1,2,Appartement,53,2,,,,,,-0.553476,44.82316
2025-153692,2025-04-29,000001,Vente,797700,45,,QUAI DES CHARTRONS,2000,33000,33063,Bordeaux,33,,,33063000PK0112,,,129,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.569482,44.851776
2025-153692,2025-04-29,000001,Vente,797700,23,,RUE RAZE,7820,33000,33063,Bordeaux,33,,,33063000PK0121,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570223,44.851976
2025-153692,2025-04-29,000001,Vente,797700,23,,RUE RAZE,7820,33000,33063,Bordeaux,33,,,33063000PK0121,,,5,146.62,,,,,,,,,1,2,Appartement,160,4,,,,,,-0.570223,44.851976
2025-153701,2025-05-16,000001,Vente,210000,15,,RUE DU SERPOLET,8630,33000,33063,Bordeaux,33,,,33063000KI0094,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.572548,44.838331
2025-153701,2025-05-16,000001,Vente,210000,15,,RUE DU SERPOLET,8630,33000,33063,Bordeaux,33,,,33063000KI0094,,,4,74.46,,,,,,,,,1,2,Appartement,67,3,,,,,,-0.572548,44.838331
2025-153706,2025-04-24,000001,Vente,285000,91,A,RUE DE LA FAIENCERIE,3365,33300,33063,Bordeaux,33,,,33063000RX0114,,,128,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.55892,44.863709
2025-153706,2025-04-24,000001,Vente,285000,286,,CRS BALGUERIE STUTTENBERG,0570,33300,33063,Bordeaux,33,,,33063000RX0114,,,35,75.86,,,,,,,,,1,2,Appartement,72,3,,,,,,-0.55892,44.863709
2025-153707,2025-04-28,000001,Vente,169000,74,,CRS DE LUZE,5760,33300,33063,Bordeaux,33,,,33063000PV0093,,,149,,170,,,,,,,,2,3,Dépendance,,0,,,,,,-0.580961,44.858102
2025-153707,2025-04-28,000001,Vente,169000,74,,CRS DE LUZE,5760,33300,33063,Bordeaux,33,,,33063000PV0093,,,149,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.580961,44.858102
2025-153707,2025-04-28,000001,Vente,169000,74,,CRS DE LUZE,5760,33300,33063,Bordeaux,33,,,33063000PV0093,,,149,,170,,,,,,,,2,2,Appartement,88,4,,,,,,-0.580961,44.858102
2025-153707,2025-04-28,000001,Vente,169000,74,,CRS DE LUZE,5760,33300,33063,Bordeaux,33,,,33063000PV0093,,,149,,170,,,,,,,,2,3,Dépendance,,0,,,,,,-0.580961,44.858102
2025-153708,2025-04-23,000001,Vente,307200,31,,RUE DUQUESNE,2965,33300,33063,Bordeaux,33,,,33063000SK0113,,,,,,,,,,,,,0,1,Maison,103,6,S,sols,,,152,-0.547753,44.874723
2025-153711,2025-04-25,000001,Vente,1265500,108,,RUE DES ORANGERS,6800,33200,33063,Bordeaux,33,,,33063000YD0414,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,397,-0.619898,44.861067
2025-153711,2025-04-25,000001,Vente,1265500,108,,RUE DES ORANGERS,6800,33200,33063,Bordeaux,33,,,33063000YD0414,,,,,,,,,,,,,0,1,Maison,145,5,S,sols,,,397,-0.619898,44.861067
2025-153711,2025-04-25,000001,Vente,1265500,108,,RUE DES ORANGERS,6800,33200,33063,Bordeaux,33,,,33063000YD0414,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,397,-0.619898,44.861067
2025-153713,2025-04-29,000001,Vente,329000,170,,RUE PASTEUR,6975,33200,33063,Bordeaux,33,,,33063000NH0007,,,413,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.610792,44.844571
2025-153713,2025-04-29,000001,Vente,329000,166,,RUE PASTEUR,6975,33200,33063,Bordeaux,33,,,33063000NH0007,,,506,,,,,,,,,,1,2,Appartement,97,4,,,,,,-0.610792,44.844571
